Restaurant Name,Type Of Restaurant,Address,Contact,Rating,Menu Url,Live Location,Website Url,Instagram Url
Ninive,Middle Eastern restaurant,Emirates Towers Hotel - Sheikh Zayed Rd - Dubai - United Arab Emirates,+971 4 326 6105,4.2,,https://www.google.com/maps/place/Ninive/data=!4m7!3m6!1s0x3e5f4292f3e427a5:0xedf25581a21a4787!8m2!3d25.2174827!4d55.2831415!16s%2Fg%2F11f__68lwd!19sChIJpSfk85JCXz4Rh0caooFV8u0?authuser=0&hl=en&rclk=1,https://ninive.ae/,
Maiden Shanghai | Chinese restaurant in Dubai,Chinese restaurant,No 1 Palm - Jumeirah Dubai - Dubai - United Arab Emirates,+971 4 455 9989,4.7,https://five.kitchen/ms/,https://www.google.com/maps/place/Maiden+Shanghai+%7C+Chinese+restaurant+in+Dubai/data=!4m7!3m6!1s0x3e5f6b44df74b007:0xcd0a432a89b7379c!8m2!3d25.1039811!4d55.1488481!16s%2Fg%2F11dft0nc5q!19sChIJB7B030RrXz4RnDe3iSpDCs0?authuser=0&hl=en&rclk=1,https://palmjumeirah.fivehotelsandresorts.com/eat-drink/maiden-shanghai,
Chinmark Restaurant (Marina),Restaurant,"shop 5&6 Marina Hotel Apartment, Marina dubai marina marina walk - Dubai - United Arab Emirates",+971 4 388 2021,4.4,,https://www.google.com/maps/place/Chinmark+Restaurant+%28Marina%29/data=!4m7!3m6!1s0x3e5f6b13e2049e7f:0xb9afad1b6dc135d0!8m2!3d25.0823096!4d55.1454761!16s%2Fg%2F11qnbm4_ll!19sChIJf54E4hNrXz4R0DXBbRutr7k?authuser=0&hl=en&rclk=1,,
"The Lobby Lounge, Dusit Thani Dubai",Restaurant,Dusit Thani Dubai - 133 Sheikh Zayed Rd - Trade Centre - DIFC - Dubai - United Arab Emirates,,4.9,https://www.zomato.com/dubai/the-lobby-lounge-dusit-thani-dubai-trade-centre-area/menu,"https://www.google.com/maps/place/The+Lobby+Lounge,+Dusit+Thani+Dubai/data=!4m7!3m6!1s0x3e5f43ab840832dd:0x79518d24a6e6aba9!8m2!3d25.2064494!4d55.2728966!16s%2Fg%2F11ryll4xn9!19sChIJ3TIIhKtDXz4RqavmpiSNUXk?authuser=0&hl=en&rclk=1",https://www.dusit.com/dusitthani-dubai/dining/,
Tribes Dubai Mall,African restaurant,"Level 2, Star Atrium, above apple store, The Dubai Mall - Dubai - United Arab Emirates",+971 4 226 4974,4.5,https://www.tribesrestaurant.com/,https://www.google.com/maps/place/Tribes+Dubai+Mall/data=!4m7!3m6!1s0x3e5f6829c9cd5d15:0xcb6b6db670df3d1d!8m2!3d25.19598!4d55.277607!16s%2Fg%2F11dxjx56km!19sChIJFV3NySloXz4RHT3fcLZta8s?authuser=0&hl=en&rclk=1,https://www.tribesrestaurant.com/,
KIZA Restaurant & Lounge - Pan African Cuisine,African restaurant,Emirates Financial Towers - Ground floor - Sheikh Zayed Rd - DIFC - Dubai - United Arab Emirates,+971 4 453 9038,4.5,https://kiza.ae/wp-content/uploads/2023/05/KIZA-A-La-Carte-Menu.pdf,https://www.google.com/maps/place/KIZA+Restaurant+%26+Lounge+-+Pan+African+Cuisine/data=!4m7!3m6!1s0x3e5f42d29b5db119:0xb184a924c252d173!8m2!3d25.2085919!4d55.2765573!16s%2Fg%2F11cfhbqph!19sChIJGbFdm9JCXz4Rc9FSwiSphLE?authuser=0&hl=en&rclk=1,http://kiza.ae/,
PEPPERS NASHVILLE HOT CHICKEN,Restaurant,"The Dubai Mall, Second Floor, Zabeel Extension - Dubai - United Arab Emirates",+971 4 333 6077,4.4,,https://www.google.com/maps/place/PEPPERS+NASHVILLE+HOT+CHICKEN/data=!4m7!3m6!1s0x3e5f437705191241:0xce60f684d99236b8!8m2!3d25.1996454!4d55.2827128!16s%2Fg%2F11fpp66h2x!19sChIJQRIZBXdDXz4RuDaS2YT2YM4?authuser=0&hl=en&rclk=1,,
jones the grocer Dusit Thani Hotel,Australian restaurant,Dusit Thani Dubai - 133 Sheikh Zayed Rd - Trade Centre - DIFC - Dubai - United Arab Emirates,+971 4 317 4457,4.6,https://www.zomato.com/dubai/jones-the-grocer-dusit-thani-dubai-trade-centre-area/menu,https://www.google.com/maps/place/jones+the+grocer+Dusit+Thani+Hotel/data=!4m7!3m6!1s0x3e5f42862b4a6c3d:0xae980e8286ecc44c!8m2!3d25.2064494!4d55.2728966!16s%2Fg%2F11clvt93cp!19sChIJPWxKK4ZCXz4RTMTshoIOmK4?authuser=0&hl=en&rclk=1,http://www.jonesthegrocer.com/,
Belcanto Restaurant at Dubai Opera,Italian restaurant,Sheikh Mohammed bin Rashid Blvd - Downtown Dubai - Dubai - United Arab Emirates,+971 4 456 0936,4.7,https://www.belcantorest.com/_files/ugd/b64359_0288981e600c4633aa63d909b8fc3f43.pdf,https://www.google.com/maps/place/Belcanto+Restaurant+at+Dubai+Opera/data=!4m7!3m6!1s0x3e5f69923a6dd2f5:0xa4dd23dfbeda42f8!8m2!3d25.1956924!4d55.2716424!16s%2Fg%2F11sfqd5rft!19sChIJ9dJtOpJpXz4R-ELavt8j3aQ?authuser=0&hl=en&rclk=1,,
GIA,Italian restaurant,Unit GF - 320 New Fashion Avenue - Dubai Mall - Financial Center Rd - Dubai - United Arab Emirates,+971 4 234 9986,4.8,http://fndn.mn/gia-dubai/s,https://www.google.com/maps/place/GIA/data=!4m7!3m6!1s0x3e5f6829dc6e8a3f:0x91a7a6821d362108!8m2!3d25.1971421!4d55.2759743!16s%2Fg%2F11gf0zxkng!19sChIJP4pu3CloXz4RCCE2HYKmp5E?authuser=0&hl=en&rclk=1,http://www.instagram.com/gia.dubai,
"The Crossing, Indian Fine Dining",Indian restaurant,H Dubai - 1 Sheikh Zayed Rd - Dubai - United Arab Emirates,+971 4 491 9695,4.9,https://crossingtherestaurant.com/a-la-carte/,"https://www.google.com/maps/place/The+Crossing,+Indian+Fine+Dining/data=!4m7!3m6!1s0x3e5f437886567ea9:0x2a8a22db5574a9eb!8m2!3d25.2303197!4d55.2871379!16s%2Fg%2F11pl6dfrhq!19sChIJqX5WhnhDXz4R66l0Vdsiiio?authuser=0&hl=en&rclk=1",https://crossingtherestaurant.com/reservation/,
Sardina Seafood Restaurant,Seafood restaurant,"Opposite Jumeirah Beach Resort - The Mall, 1st Floor - Jumeirah St - Umm Suqeim 3 - Dubai - United Arab Emirates",+971 4 339 0444,4.8,https://sardina.ae/images/Sardina-menu.pdf,https://www.google.com/maps/place/Sardina+Seafood+Restaurant/data=!4m7!3m6!1s0x3e5f4200f439c101:0x1f34f5fc54a81ee9!8m2!3d25.140133!4d55.1913472!16s%2Fg%2F11f3g6vj3t!19sChIJAcE59ABCXz4R6R6oVPz1NB8?authuser=0&hl=en&rclk=1,https://sardina.ae/,
C Restaurant,Restaurant,14 Sheikh Zayed Rd - Trade Centre - Trade Centre 1 - Dubai - United Arab Emirates,+971 54 501 4111,4.8,,https://www.google.com/maps/place/C+Restaurant/data=!4m7!3m6!1s0x3e5f431b8cecb257:0x4951bb4e27f10902!8m2!3d25.2283589!4d55.2860823!16s%2Fg%2F11m2_3k70s!19sChIJV7LsjBtDXz4RAgnxJ067UUk?authuser=0&hl=en&rclk=1,http://c-restaurant.com/,
Social House,Restaurant,level LG - Unit LG - 100 - B - Financial Center Rd - Downtown Dubai - Dubai Mall - Dubai - United Arab Emirates,+971 52 972 5541,4.8,http://fndn.mn/social-house-1/s,https://www.google.com/maps/place/Social+House/data=!4m7!3m6!1s0x3e5f42827d07950f:0x8e791941e235859c!8m2!3d25.1961549!4d55.2775404!16s%2Fg%2F1hd_h2v43!19sChIJD5UHfYJCXz4RnIU14kEZeY4?authuser=0&hl=en&rclk=1,https://weareanother.me/brands/social-house,
The Spice Tree,Indian restaurant,68X2+X7H - 1st Floor - Sheikh Khalifa Bin Zayed St - Al Mankhool - Dubai - United Arab Emirates,+971 50 387 2085,4.4,https://bit.ly/TheSpiceTreeMenu,https://www.google.com/maps/place/The+Spice+Tree/data=!4m7!3m6!1s0x3e5f43394dd71623:0x48c21211ff7d033c!8m2!3d25.2504712!4d55.3009298!16s%2Fg%2F11rgrs3cxc!19sChIJIxbXTTlDXz4RPAN9_xESwkg?authuser=0&hl=en&rclk=1,,
Roobaru,Indian restaurant,DT1 Residential Tower - Burj Khalifa Blvd - Dubai - United Arab Emirates,+971 54 776 6384,4.7,https://www.zomato.com/dubai/roobaru-downtown-dubai/menu,https://www.google.com/maps/place/Roobaru/data=!4m7!3m6!1s0x3e5f69699d76f1c9:0x351381c66a8140ba!8m2!3d25.191637!4d55.2697906!16s%2Fg%2F11p65_12q4!19sChIJyfF2nWlpXz4RukCBasaBEzU?authuser=0&hl=en&rclk=1,http://www.roobaru-me.com/,
La Casa Del Tango Restaurant & Bar,Restaurant,"North Zone, Gate Avenue - Unit 07 - DIFC - Dubai - United Arab Emirates",+971 52 486 9301,4.7,,https://www.google.com/maps/place/La+Casa+Del+Tango+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3e5f43b3cfbad4e9:0x46df8e9bf7442283!8m2!3d25.2132833!4d55.2807201!16s%2Fg%2F11n37wdl1r!19sChIJ6dS6z7NDXz4RgyJE95uO30Y?authuser=0&hl=en&rclk=1,https://lcdtango.com/,
Leen's DIFC / Emirates Towers,Restaurant,"Emirates Towers Office, Lobby reception - Sheikh Zayed Rd - Dubai - United Arab Emirates",+971 4 388 0553,4.7,https://www.leens.com/leensetmenu,https://www.google.com/maps/place/Leen%27s+DIFC+%2F+Emirates+Towers/data=!4m7!3m6!1s0x3e5f43309c108193:0x1e02f81e27a5a72c!8m2!3d25.2175108!4d55.2827023!16s%2Fg%2F11jg0kdkxf!19sChIJk4EQnDBDXz4RLKelJx74Ah4?authuser=0&hl=en&rclk=1,http://www.leens.com/,
Mundo,Restaurant,"Lobby Level, Jumeirah Emirates Towers - Dubai - United Arab Emirates",+971 4 330 0000,4.4,,https://www.google.com/maps/place/Mundo/data=!4m7!3m6!1s0x3e5f429293ffbfcf:0x845692d30b968381!8m2!3d25.217603!4d55.282821!16s%2Fg%2F11cs5_r8vg!19sChIJz7__k5JCXz4RgYOWC9OSVoQ?authuser=0&hl=en&rclk=1,https://www.jumeirah.com/en/dine/dubai/emirates-mundo?utm_source=google&utm_medium=google%20places&utm_campaign=restaurant,
Prime68 Steakhouse,Steak house,JW Marriott Marquis Dubai - 68th - Sheikh Zayed Rd - Business Bay - Dubai - United Arab Emirates,+971 4 414 3000,4.5,https://www.morecravings.com/en/menus/755,https://www.google.com/maps/place/Prime68+Steakhouse/data=!4m7!3m6!1s0x3e5f69da14874f95:0x9cfada05e7980ed3!8m2!3d25.1854406!4d55.2579987!16s%2Fg%2F11bbwpmdy4!19sChIJlU-HFNppXz4R0w6Y5wXa-pw?authuser=0&hl=en&rclk=1,https://www.marriott.com/en-us/hotels/dxbjw-jw-marriott-marquis-hotel-dubai/dining/explore-culinary-delights/prime68/,
"Kasthamandap Restaurant UAE,Dubai",Fine dining restaurant,Al Ghubaiba Rd - Al Fahidi - Dubai - United Arab Emirates,+971 56 188 1019,5,,"https://www.google.com/maps/place/Kasthamandap+Restaurant+UAE,Dubai/data=!4m7!3m6!1s0x3e5f43d0d413e4af:0xbd521922b89abfc8!8m2!3d25.2629974!4d55.2873255!16s%2Fg%2F11vkhwbd82!19sChIJr-QT1NBDXz4RyL-auCIZUr0?authuser=0&hl=en&rclk=1",https://kasthamandap-restaurant.com/,
Pin code,Indian restaurant,673C+W8M - Dubai - United Arab Emirates,+92 312 3901312,3.6,,https://www.google.com/maps/place/Pin+code/data=!4m7!3m6!1s0x3e5f43de5924da4d:0xe8c4cb5772a7952f!8m2!3d25.2048493!4d55.2707828!16s%2Fg%2F11kj9kpl_w!19sChIJTdokWd5DXz4RL5WnclfLxOg?authuser=0&hl=en&rclk=1,https://www.dubaitravelbook.com/,
SpiceKlub - Best Indian Vegetarian Restaurant Dubai,Indian restaurant,"Shop 2B, Al Rafaa C Building, Opp Aster Hospital - Kuwait St - Al Mankhool - Dubai - United Arab Emirates",+971 4 393 1233,4.4,https://spiceklub.ae/our-menus/,https://www.google.com/maps/place/SpiceKlub+-+Best+Indian+Vegetarian+Restaurant+Dubai/data=!4m7!3m6!1s0x3e5f43175ef0914b:0xd6b71c23b139d294!8m2!3d25.2520594!4d55.2881501!16s%2Fg%2F11c2p5c7yr!19sChIJS5HwXhdDXz4RlNI5sSMct9Y?authuser=0&hl=en&rclk=1,https://spiceklub.ae/,
Dish Dash - Dubai Mall,Restaurant,"Unit LG - 117 - 1 - C [level LG],Unit LG - 117 - 1 ,Unit LG - 117 - B - Financial Center Rd - Downtown Dubai - Dubai - United Arab Emirates",+971 4 557 8901,4.5,,https://www.google.com/maps/place/Dish+Dash+-+Dubai+Mall/data=!4m7!3m6!1s0x3e5f6829ad659617:0x2238aa08b0ae7234!8m2!3d25.1953342!4d55.2791443!16s%2Fg%2F11ggsmmlb7!19sChIJF5ZlrSloXz4RNHKusAiqOCI?authuser=0&hl=en&rclk=1,https://dishdashuae.com/,
Swiss Butter - Sofitel Downtown,Steak house,Sofitel Downtown - Sheikh Zayed Rd - Dubai - United Arab Emirates,+971 4 358 1213,4.5,https://swissbutter.com/uae,https://www.google.com/maps/place/Swiss+Butter+-+Sofitel+Downtown/data=!4m7!3m6!1s0x3e5f43939913c4eb:0x43162180009755d9!8m2!3d25.1997063!4d55.2685559!16s%2Fg%2F11pt_1r52j!19sChIJ68QTmZNDXz4R2VWXAIAhFkM?authuser=0&hl=en&rclk=1,https://swissbutter.com/,
"Mama's Bites Lebanese Restaurant in Dubai, United Arab Emirates",Lebanese restaurant,Central Park DIFC - Dubai - United Arab Emirates,+971 4 266 6262,4.3,https://www.mamasbites.ae/menu/,"https://www.google.com/maps/place/Mama%27s+Bites+Lebanese+Restaurant+in+Dubai,+United+Arab+Emirates/data=!4m7!3m6!1s0x3e5f439eef34b995:0x267d8eff1436757f!8m2!3d25.2068709!4d55.2750541!16s%2Fg%2F11fmmwgs2y!19sChIJlbk0755DXz4Rf3U2FP-OfSY?authuser=0&hl=en&rclk=1",,
Dubai Mall Food Court,Restaurant,57WH+WPJ - Downtown Dubai - Dubai - United Arab Emirates,+971 800 382246255,4.5,,https://www.google.com/maps/place/Dubai+Mall+Food+Court/data=!4m7!3m6!1s0x3e5f682830b7e38f:0xca46568eb7774f7!8m2!3d25.1973296!4d55.2792747!16s%2Fg%2F11c2l01lp_!19sChIJj-O3MChoXz4R93R362hlpAw?authuser=0&hl=en&rclk=1,https://thedubaimall.com/en/dine-directory,
Maison De Curry | Dine-in with the best views of Burj Khalifa & Dubai Fountains,,,,4.9,https://maisondecurry.com/menu/,https://www.google.com/maps/place/Maison+De+Curry+%7C+Dine-in+with+the+best+views+of+Burj+Khalifa+%26+Dubai+Fountains/data=!4m7!3m6!1s0x3e5f696989d96d1f:0xe1c1114ac795be0e!8m2!3d25.1950384!4d55.2761253!16s%2Fg%2F11sb6s5vz5!19sChIJH23ZiWlpXz4RDr6Vx0oRweE?authuser=0&hl=en&rclk=1,https://maisondecurry.com/,
Reef and Beef - Steakhouse Dubai,Restaurant,Manzil Downtown By Vida - Sheikh Mohammed Bin Rashed Boulevard - Downtown Dubai - Dubai - United Arab Emirates,+971 52 233 8473,4.6,https://reefandbeef.ae/wp-content/uploads/2023/11/ReefBeef-Menu.pdf,https://www.google.com/maps/place/Reef+and+Beef+-+Steakhouse+Dubai/data=!4m7!3m6!1s0x3e5f692e55a196e7:0xf960af1cd6cfe78f!8m2!3d25.1915079!4d55.277748!16s%2Fg%2F11twqwmvlh!19sChIJ55ahVS5pXz4Rj-fP1hyvYPk?authuser=0&hl=en&rclk=1,https://reefandbeef.ae/,
Bu Qtair Restaurant,Seafood restaurant,"Old 32B Street, Fishing Harbour 2 - Dubai - United Arab Emirates",+971 55 705 2130,4.1,,https://www.google.com/maps/place/Bu+Qtair+Restaurant/data=!4m7!3m6!1s0x3e5f6a43c0e2b695:0xca1bbe502ba6cf62!8m2!3d25.1515312!4d55.1970825!16s%2Fg%2F11cjvcd25b!19sChIJlbbiwENqXz4RYs-mK1C-G8o?authuser=0&hl=en&rclk=1,https://buqtairrestaurant.com/index,
Hurricane’s Grill Dubai Mall,Steak house,The Dubai Mall - Lower Ground - Shop 205 - Financial Center Rd - Dubai - United Arab Emirates,+971 4 283 1339,4.8,https://hurricanesgrill.ae/menu,https://www.google.com/maps/place/Hurricane%E2%80%99s+Grill+Dubai+Mall/data=!4m7!3m6!1s0x3e5f690ec992b469:0xcb98722b4195278f!8m2!3d25.1970728!4d55.2760175!16s%2Fg%2F11gv199zvv!19sChIJabSSyQ5pXz4RjyeVQStymMs?authuser=0&hl=en&rclk=1,https://hurricanesgrill.ae/,
Food Spot Restaurant & Cafeteria,Restaurant,"Shop #G14, Al Ain Center - Al Mankhool Rd - Al Fahidi - Dubai - United Arab Emirates",+971 58 146 7575,3.6,https://online.fliphtml5.com/njnfo/xclq/,https://www.google.com/maps/place/Food+Spot+Restaurant+%26+Cafeteria/data=!4m7!3m6!1s0x3e5f433e60634cc7:0x6c88f276b389801f!8m2!3d25.2563268!4d55.2969425!16s%2Fg%2F11gr605g88!19sChIJx0xjYD5DXz4RH4CJs3byiGw?authuser=0&hl=en&rclk=1,,
Bukhara Restaurant Dubai - Indian Food,Restaurant,Bur Dubai - 12A St - Al Mankhool - Dubai - United Arab Emirates,+971 4 401 0000,4.5,,https://www.google.com/maps/place/Bukhara+Restaurant+Dubai+-+Indian+Food/data=!4m7!3m6!1s0x3e5f43ea32752453:0xeab204b520e36917!8m2!3d25.2529457!4d55.2966597!16s%2Fg%2F11h3x4m9mg!19sChIJUyR1MupDXz4RF2njILUEsuo?authuser=0&hl=en&rclk=1,https://www.graytonhotel.com/restaurants-and-bars-in-dubai/bukhara-restaurant,
Al Fanar Restaurant & Cafe - DFC,Middle Eastern restaurant,"Ground Floor, Dubai Festival City Mall, Near P.F.Chang's, Canal Walk - Dubai - United Arab Emirates",+971 4 232 9966,4.4,https://alfanar.qrd.by/s3pfi9,https://www.google.com/maps/place/Al+Fanar+Restaurant+%26+Cafe+-+DFC/data=!4m7!3m6!1s0x3e5f5d7b99dddd69:0x59f3867418ffc564!8m2!3d25.2220379!4d55.3514657!16s%2Fg%2F11x9c82yd!19sChIJad3dmXtdXz4RZMX_GHSG81k?authuser=0&hl=en&rclk=1,https://www.alfanarrestaurant.com/uae,
Bussola,Italian restaurant,The Westin Dubai Mina Seyahi Beach Resort & Marina - Dubai - United Arab Emirates,+971 4 511 7373,4.5,http://bussoladubai.com/,https://www.google.com/maps/place/Bussola/data=!4m7!3m6!1s0x3e5f6b4f63efcb53:0x86d62e3fc613b946!8m2!3d25.0938853!4d55.1482639!16s%2Fg%2F1tdr1sgj!19sChIJU8vvY09rXz4RRrkTxj8u1oY?authuser=0&hl=en&rclk=1,http://www.bussoladubai.com/,
Fogo de Chão Brazilian Steakhouse,Brazilian restaurant,Central Park Towers - Level P3 Commercial - Office Building - Dubai - United Arab Emirates,,4.5,https://fogome.com/location/dubai,https://www.google.com/maps/place/Fogo+de+Ch%C3%A3o+Brazilian+Steakhouse/data=!4m7!3m6!1s0x3e5f42866b012223:0x808548d057ee0d94!8m2!3d25.2053662!4d55.2745985!16s%2Fg%2F11gfn0cjgy!19sChIJIyIBa4ZCXz4RlA3uV9BIhYA?authuser=0&hl=en&rclk=1,http://www.fogome.com/,
Table Otto - Dubai Mall,Restaurant,"Fashion Avenue, Dubai Mall - Dubai - United Arab Emirates",+971 4 266 8169,4.8,,https://www.google.com/maps/place/Table+Otto+-+Dubai+Mall/data=!4m7!3m6!1s0x3e5f4372b50d5d41:0x922560be831b4aec!8m2!3d25.1979975!4d55.2756594!16s%2Fg%2F11rqxqj808!19sChIJQV0NtXJDXz4R7Eobg75gJZI?authuser=0&hl=en&rclk=1,https://www.instagram.com/tableotto.ae/?hl=en,
Pierchic,Italian restaurant,Madinat jumeriah - Dubai - United Arab Emirates,+971 800 323232,4.2,https://cd-hospitality.jumeirah.com/-/mediadh/dh/hospitality/jumeirah/restaurants/dubai/al-qasr-pierchic/restaurant-menu/pierchicfoodmenu.pdf,https://www.google.com/maps/place/Pierchic/data=!4m7!3m6!1s0x3e5f6a55313a7397:0x2d301592977a0488!8m2!3d25.1343638!4d55.1811457!16s%2Fg%2F1hf6y6g5c!19sChIJl3M6MVVqXz4RiAR6l5IVMC0?authuser=0&hl=en&rclk=1,https://www.jumeirah.com/en/dine/dubai/al-qasr-pierchic?utm_source=google&utm_medium=google%20places&utm_campaign=restaurant,
COYA Dubai,Peruvian restaurant,Restaurant Village Four Seasons Resort - Jumeirah Beach Rd - Jumeirah 2 - Dubai - United Arab Emirates,+971 4 316 9600,4.5,https://coyarestaurant.com/restaurants/dubai-2/,https://www.google.com/maps/place/COYA+Dubai/data=!4m7!3m6!1s0x3e5f421125b06d2d:0x809404d0388e21ab!8m2!3d25.2025883!4d55.240678!16s%2Fg%2F11b6z4xgfv!19sChIJLW2wJRFCXz4RqyGOONAElIA?authuser=0&hl=en&rclk=1,https://coyarestaurant.com/restaurants/dubai/,
Al Khayma Heritage Restaurant | مطعم الخيمة التراثي,Middle Eastern restaurant,Historical Neighbourhood - 79 Al Mussallah Rd - Al Fahidi - Dubai - United Arab Emirates,+971 55 180 2080,4.9,https://alkhayma.com/menu/al-khayma-heritage-restaurant-dubai,https://www.google.com/maps/place/Al+Khayma+Heritage+Restaurant+%7C+%D9%85%D8%B7%D8%B9%D9%85+%D8%A7%D9%84%D8%AE%D9%8A%D9%85%D8%A9+%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%AB%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e5f43728fa5a597:0xd6b52d505b46e58a!8m2!3d25.2637706!4d55.3007685!16s%2Fg%2F11jx2ktzsk!19sChIJl6Wlj3JDXz4RiuVGW1AttdY?authuser=0&hl=en&rclk=1,https://alkhayma.com/restaurant/al-khayma-heritage-restaurant-dubai,
KASTAN UAE,Barbecue restaurant,The Dubai Mall Zabeel - Dubai - United Arab Emirates,+971 54 582 2731,3.9,https://qr.b1menu.com/kastan,https://www.google.com/maps/place/KASTAN+UAE/data=!4m7!3m6!1s0x3e5f13571748ca99:0xea80f5af60b44050!8m2!3d25.2000243!4d55.2820429!16s%2Fg%2F11ggzsgqt3!19sChIJmcpIF1cTXz4RUEC0YK_1gOo?authuser=0&hl=en&rclk=1,,
Chic Nonna,Italian restaurant,"DIFC, Gate Avenue Mall Zone D - Dubai - United Arab Emirates",+971 4 605 2000,4.4,,https://www.google.com/maps/place/Chic+Nonna/data=!4m7!3m6!1s0x3e5f438dff40c6db:0xb6da75440a75bf50!8m2!3d25.2071016!4d55.2764964!16s%2Fg%2F11rg3ss6_3!19sChIJ28ZA_41DXz4RUL91CkR12rY?authuser=0&hl=en&rclk=1,https://www.chicnonna.com/chic-nonna-restaurant-dubai/,
"Bikanervala - Indian Veg Restaurant in Dubai Mall, Dubai, UAE",Indian restaurant,Financial Center Street، The Dubai Mall - Food Court - Sheikh Mohammed bin Rashid Blvd - Dubai - United Arab Emirates,+971 4 589 6958,3.9,https://www.bikanervala.ae/,"https://www.google.com/maps/place/Bikanervala+-+Indian+Veg+Restaurant+in+Dubai+Mall,+Dubai,+UAE/data=!4m7!3m6!1s0x3e5f43291308afa5:0xe48b7db44021ad9d!8m2!3d25.198367!4d55.2796085!16s%2Fg%2F11h_6kxb_4!19sChIJpa8IEylDXz4Rna0hQLR9i-Q?authuser=0&hl=en&rclk=1",http://bikanervala.ae/,
High Joint - Emirates Towers,Hamburger restaurant,Emirates Towers - Al Mustaqbal St - Trade Centre - Trade Centre 2 - Dubai - United Arab Emirates,+971 50 140 5243,4.5,,https://www.google.com/maps/place/High+Joint+-+Emirates+Towers/data=!4m7!3m6!1s0x3e5f439694158777:0x3795bf9dad94117c!8m2!3d25.2159733!4d55.2839891!16s%2Fg%2F11k4ty5d8s!19sChIJd4cVlJZDXz4RfBGUrZ2_lTc?authuser=0&hl=en&rclk=1,,
Circle Of Crust - Dubai Mall,Pizza restaurant,"Store #04388227, 2nd floor, Food Court, Dubai Mall, UAE Emirates - Dubai - United Arab Emirates",+971 4 388 2227,4.4,,https://www.google.com/maps/place/Circle+Of+Crust+-+Dubai+Mall/data=!4m7!3m6!1s0x3e5f43d09ac57839:0x67af59774fa49872!8m2!3d25.1988594!4d55.2796343!16s%2Fg%2F11mwfsprbb!19sChIJOXjFmtBDXz4RcpikT3dZr2c?authuser=0&hl=en&rclk=1,,
Best food restaurant Al Rigga dubai,Restaurant,786H+XF7 - 43rd St - Deira - Dubai - United Arab Emirates,+971 58 625 2015,,https://clikmenu.com/bestfood/,https://www.google.com/maps/place/Best+food+restaurant+Al+Rigga+dubai/data=!4m7!3m6!1s0x3e5f5dd166a0c3bd:0x32206ea4eba46a03!8m2!3d25.2624039!4d55.3286817!16s%2Fg%2F11l65tmt1t!19sChIJvcOgZtFdXz4RA2qk66RuIDI?authuser=0&hl=en&rclk=1,,
Meda Dubai,Restaurant,Taj Hotel - Business Bay - Dubai - United Arab Emirates,+971 56 711 2277,4.7,,https://www.google.com/maps/place/Meda+Dubai/data=!4m7!3m6!1s0x3e5f699057719c29:0x50f753d76af30536!8m2!3d25.1924666!4d55.2672923!16s%2Fg%2F11kj2t8ckp!19sChIJKZxxV5BpXz4RNgXzatdT91A?authuser=0&hl=en&rclk=1,http://www.medadubai.com/,
Chowking Orient Restaurant,Restaurant,"Sheikh Zayed Road, DIFC - Dubai - United Arab Emirates",+971 600 560031,3.3,https://orders.chowking.ae/order-online/,https://www.google.com/maps/place/Chowking+Orient+Restaurant/data=!4m7!3m6!1s0x3e5f428eb53f6f93:0xb427ef45b38be95e!8m2!3d25.2111267!4d55.275701!16s%2Fg%2F11bbwxbggl!19sChIJk28_tY5CXz4RXumLs0XvJ7Q?authuser=0&hl=en&rclk=1,,
Bella Restaurant & Lounge,Italian restaurant,Grand Millennium Hotel - Marasi Dr - Business Bay - Dubai - United Arab Emirates,+971 4 873 3377,4.6,http://www.belladxb.com/qr-code,https://www.google.com/maps/place/Bella+Restaurant+%26+Lounge/data=!4m7!3m6!1s0x3e5f69107a840621:0x208be40b86d837ac!8m2!3d25.1828893!4d55.2742697!16s%2Fg%2F11m857x8nr!19sChIJIQaEehBpXz4RrDfYhgvkiyA?authuser=0&hl=en&rclk=1,http://www.belladxb.com/,
Raju Omlet,Restaurant,"Real Estate International Building, Exit 43,Sheikh Zayed Road - Near Noor Islamic Bank Metro Footbridge - Station - Dubai - United Arab Emirates",+971 4 388 3355,4.2,,https://www.google.com/maps/place/Raju+Omlet/data=!4m7!3m6!1s0x3e5f6987803b5b7d:0xf52ca3d12d1eac6c!8m2!3d25.1500116!4d55.2260308!16s%2Fg%2F11cly5qh3q!19sChIJfVs7gIdpXz4RbKweLdGjLPU?authuser=0&hl=en&rclk=1,http://www.rajuomlet.net/,
Sammach Spot,Seafood restaurant,Souk Al Bahar - Downtown Dubai - Dubai Mall - Dubai - United Arab Emirates,+971 4 410 7552,4.9,https://sammachspot.com/sammach-spot-dubai-menu/,https://www.google.com/maps/place/Sammach+Spot/data=!4m7!3m6!1s0x3e5f69c47fa375a1:0x32f4aacf61284314!8m2!3d25.1952632!4d55.2766483!16s%2Fg%2F11v0y_kpg6!19sChIJoXWjf8RpXz4RFEMoYc-q9DI?authuser=0&hl=en&rclk=1,https://sammachspot.com/,
